,Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,Review
2425,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,1/10/16,8.6,Park Inn by Radisson Uno City Vienna,Romania,41,2341,0,17,4.6,"[' Family with young children ', ' Family Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",571 day,48.2340799,16.4210093,Long false fire alarm in the middle of the night nobody even appologized for the fact they kept us awake because somebody smoked in the room breakfast really poor hard pillows tiny duvets old furniture really not a 4 hotel
2430,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,1/5/16,8.6,Park Inn by Radisson Uno City Vienna,Croatia,30,2341,0,5,7.1,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ']",576 day,48.2340799,16.4210093,Hotel is noisy you can hear neighbour rooms Avoid room 110 right on top of kitchen and breakfast starts early Changed this room due to lack of sleep
2475,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,7/8/17,8.6,Park Inn by Radisson Uno City Vienna,Israel,12,2341,0,1,7.9,"[' Business trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 6 nights ']",26 days,48.2340799,16.4210093,better maintenence in bathroom is needed add safety handle in bath
2479,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,6/24/2017,8.6,Park Inn by Radisson Uno City Vienna,United Kingdom,9,2341,0,3,8.8,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",40 days,48.2340799,16.4210093,The noise from the gym above my room
2486,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,5/28/2017,8.6,Park Inn by Radisson Uno City Vienna,Germany,13,2341,0,6,2.5,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",67 days,48.2340799,16.4210093,Door can not complete closed rooms also relatively small staff not friendly
2497,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,4/18/2017,8.6,Park Inn by Radisson Uno City Vienna,Latvia,31,2341,0,8,5,"[' Leisure trip ', ' Family with young children ', ' Standard Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",107 day,48.2340799,16.4210093,We reserved Parking before but when we arrived they just that it is full and we need to look for the parking on street which was full of course
2511,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,2/3/17,8.6,Park Inn by Radisson Uno City Vienna,Switzerland,5,2341,0,1,10,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 2 nights ']",181 day,48.2340799,16.4210093,Break fast was fantastic
2524,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,12/18/2016,8.6,Park Inn by Radisson Uno City Vienna,Russia,26,2341,0,7,9.2,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 4 nights ']",228 day,48.2340799,16.4210093,In my room it was noisy because of the windows facing the street In addition the air conditioning in the room works pretty noisy
2531,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,11/30/2016,8.6,Park Inn by Radisson Uno City Vienna,Croatia,13,2341,0,3,7.9,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",246 day,48.2340799,16.4210093,We get the last room on the end of the hotel
2543,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,9/25/2016,8.6,Park Inn by Radisson Uno City Vienna,United Arab Emirates,9,2341,0,1,7.1,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 2 nights ']",312 day,48.2340799,16.4210093,room service will be great to have
2548,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,8/28/2016,8.6,Park Inn by Radisson Uno City Vienna,India,6,2341,0,1,7.9,"[' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",340 day,48.2340799,16.4210093,The routine buffey forbreakfast
2554,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,8/19/2016,8.6,Park Inn by Radisson Uno City Vienna,Romania,14,2341,0,1,7.1,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 1 night ']",349 day,48.2340799,16.4210093,Disappointing nothing in the minibar which smelled horribly dirty carpets in the rooms
2580,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,5/31/2016,8.6,Park Inn by Radisson Uno City Vienna,Poland,12,2341,0,10,3.8,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ']",429 day,48.2340799,16.4210093,Very boorish and insolent staff at the reception especially some Chinese
2583,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,5/15/2016,8.6,Park Inn by Radisson Uno City Vienna,United Kingdom,15,2341,0,4,9.6,"[' Business trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 10 nights ', ' Submitted from a mobile device ']",445 day,48.2340799,16.4210093,Intermittent fault on table lamp which we reported and they did no cure
2610,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,2/14/2016,8.6,Park Inn by Radisson Uno City Vienna,Sweden,20,2341,0,24,8.3,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 5 nights ']",536 day,48.2340799,16.4210093,It is all good but would be even better if they would invest in new mattresses and towels
2612,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,2/6/16,8.6,Park Inn by Radisson Uno City Vienna,Russia,18,2341,0,1,9.6,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 3 nights ']",544 day,48.2340799,16.4210093,AC connectors location is not comfortable for to use it with laptop and other additional equipment
2645,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,9/25/2015,8.6,Park Inn by Radisson Uno City Vienna,Kuwait,6,2341,0,42,7.5,"[' Leisure trip ', ' Family with young children ', ' Standard Triple Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",678 day,48.2340799,16.4210093,A C function is limited
2652,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,9/8/15,8.6,Park Inn by Radisson Uno City Vienna,Switzerland,16,2341,0,1,7.1,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 1 night ']",695 day,48.2340799,16.4210093,The Wifi was really bad it was constantly interrupted Not really close to the center
2654,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,9/7/15,8.6,Park Inn by Radisson Uno City Vienna,Egypt,8,2341,0,6,9.2,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",696 day,48.2340799,16.4210093,More items in breakfast like smoked salamon
2656,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,8/31/2015,8.6,Park Inn by Radisson Uno City Vienna,Kuwait,6,2341,0,13,8.8,"[' Family with older children ', ' 2 rooms ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",703 day,48.2340799,16.4210093,Breakfast must be changed everyday
2659,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,8/24/2015,8.6,Park Inn by Radisson Uno City Vienna,Netherlands,11,2341,0,16,7.5,"[' Leisure trip ', ' Family with older children ', ' Standard Double or Twin Room ', ' Stayed 2 nights ']",710 day,48.2340799,16.4210093,extra sofa bed too small for 16 year old child
2697,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,2/21/2017,8.4,NH Danube City,United States of America,95,1380,0,3,6.3,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 3 nights ']",163 day,48.2353789,16.4219737,The hotel s lobby and bar area where under renovations during my stay but I received no warning from Booking even though from signs in lobby apparently had been the case for over a week Honestly had I known I would have booked elsewhere as wanted a proper bar and restaurant upon arrival and that area of town has nothing around Breakfast was served in a conference room fine and the bar restaurant temporarily moved there as well such a sorry ambiance I didn t even use the free drink coupon was offered
2705,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,10/22/2016,8.4,NH Danube City,Czech Republic,34,1380,0,105,7.1,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",285 day,48.2353789,16.4219737,Long waiting both at checkin and checkout Difficult to plan your departure time because you may face queue of 10 people at checkout making you to wait for extra 20 30 minutes
2708,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,10/8/16,8.4,NH Danube City,Romania,59,1380,0,16,4.6,"[' Leisure trip ', ' Group ', ' Standard Double or Twin Room ', ' Stayed 3 nights ']",299 day,48.2353789,16.4219737,I gave my credit card to reception before check in and they blocked few hundred Euros as a kind of gurantee Passed over a month since that moment and after many e mails corespondance with a lot of lies from them they are still laisy to do theyr duty to unblock that amount to my bank Unbelivable
2718,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,8/31/2016,8.4,NH Danube City,Italy,97,1380,0,7,3.8,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",337 day,48.2353789,16.4219737,Reception gave by mistake our room key to another guest so in very early morning my pregnant naked wife found somebody else in our room while getting out of shower And this was actually good because inside room we had everything luggage with passports money cameras intranet connected job laptop keys of home keys of car and so on I travel around 200 days every year and this is the first time I experience something like this Price in the end was 10 euro more than what booked on booking com Embarrassing unacceptable unprofessional dangerous
2736,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,3/3/16,8.4,NH Danube City,Belgium,47,1380,0,23,8.3,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 5 nights ']",518 day,48.2353789,16.4219737,Sauna and wellness could be improved in the following way expand opening hours sauna only after 4 pm open is rather limited steam room was actually a steam cabinet without almost any steam and with a musty smell please only advertise what you are actually offering
2750,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,8/29/2015,8.4,NH Danube City,Qatar,37,1380,0,11,5,"[' Leisure trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 11 nights ']",705 day,48.2353789,16.4219737,I arrived on some of the hottest days in Vienna AC wasn t working Called to see what was wrong was told this is an issue with all the rooms and couldn t be fixed
2755,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,7/31/2017,8.4,NH Danube City,Slovakia,9,1380,0,2,10,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",3 days,48.2353789,16.4219737,Maybe slovak TV programs will bw suitable
2759,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,7/19/2017,8.4,NH Danube City,China,10,1380,0,4,6.7,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",15 days,48.2353789,16.4219737,China union pay visa credit card did not work
2760,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,7/19/2017,8.4,NH Danube City,China,11,1380,0,4,7.1,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",15 days,48.2353789,16.4219737,China union pay visa credit card did not work
2768,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,6/15/2017,8.4,NH Danube City,Slovenia,10,1380,0,6,9.6,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",49 days,48.2353789,16.4219737,33 80 Eur for 24h parking in hotel
2779,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,4/30/2017,8.4,NH Danube City,Italy,6,1380,0,8,7.5,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",95 days,48.2353789,16.4219737,The slowliness of the restaurant
2789,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,3/8/17,8.4,NH Danube City,Saudi Arabia,9,1380,0,1,7.1,"[' Business trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",148 day,48.2353789,16.4219737,The porter is not available all the time
2792,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,3/4/17,8.4,NH Danube City,France,11,1380,0,2,6.7,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 2 nights ']",152 day,48.2353789,16.4219737,room service caesar salad wasn t good No bread served
2797,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,2/8/17,8.4,NH Danube City,Netherlands,29,1380,0,3,7.1,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 1 night ']",176 day,48.2353789,16.4219737,Plugs next to the bed that work to charge your phone The only plugs working were in the bathroom or next to the door at the entrance
2800,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,1/12/17,8.4,NH Danube City,Paraguay,9,1380,0,1,8.3,"[' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",203 day,48.2353789,16.4219737,The 2 half blankets were kind of odd
2804,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,12/27/2016,8.4,NH Danube City,Brazil,27,1380,0,4,4.6,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",219 day,48.2353789,16.4219737,photos on booking show superior double room but expect to get a very old room if you choose the standard room I wasn t impressed
2807,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,12/22/2016,8.4,NH Danube City,Slovakia,12,1380,0,3,6.3,"[' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",224 day,48.2353789,16.4219737,Parking wasnt included in price This info wasnt by booking
2822,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,10/10/16,8.4,NH Danube City,Romania,23,1380,0,5,7.1,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",297 day,48.2353789,16.4219737,89eur night but no breakfast The breakfast was 22eur pers extra Should be cheepee than that Great view at floor 11
2824,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,10/2/16,8.4,NH Danube City,Croatia,10,1380,0,5,8.3,"[' Business trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",305 day,48.2353789,16.4219737,breakfast should be included in the price or cheaper
2828,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,9/17/2016,8.4,NH Danube City,Austria,20,1380,0,11,5.4,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",320 day,48.2353789,16.4219737,Too many queuing at the lift for the breakfast at the front desk for checking out 20 minutes
2852,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,7/18/2016,8.4,NH Danube City,Switzerland,15,1380,0,3,6.7,"[' Leisure trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 4 nights ']",381 day,48.2353789,16.4219737,The noise of neighbors during the night The flush of toilet and showers
2860,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,5/19/2016,8.4,NH Danube City,Czech Republic,11,1380,0,2,8.3,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 2 nights ']",441 day,48.2353789,16.4219737,This time I didn t have the Nespresso maschine
2869,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,4/11/16,8.4,NH Danube City,Croatia,33,1380,0,7,5.8,"[' Business trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",479 day,48.2353789,16.4219737,I park the car in front of hotel to take my baggage I was on 17 th flor I was back for 10 min and I get parking ticket 36 really poor
2892,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,11/3/15,8.4,NH Danube City,Hungary,7,1380,0,2,6.3,"[' Leisure trip ', ' Group ', ' Standard Double or Twin Room ', ' Stayed 1 night ']",639 day,48.2353789,16.4219737,Average rooms average breakfast high price
2896,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,9/14/2015,8.4,NH Danube City,Bahrain,13,1380,0,10,4.6,"[' Business trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",689 day,48.2353789,16.4219737,No sufficient staff in reception and laundry service with external company
2897,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,9/10/15,8.4,NH Danube City,France,25,1380,0,1,7.9,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 3 nights ']",693 day,48.2353789,16.4219737,the service at the restaurant was not fantastic I had to wait 40min to be served and the restaurant was not really full
2921,Wagramer Stra e 51 22 Donaustadt 1220 Vienna Austria,14,2/8/17,9.1,Strandhotel Alte Donau,Cyprus,3,216,0,2,6.3,"[' Business trip ', ' Solo traveler ', ' Comfort Single Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",176 day,48.2390022,16.4292329,No lift
2932,Wagramer Stra e 51 22 Donaustadt 1220 Vienna Austria,14,10/24/2015,9.1,Strandhotel Alte Donau,Hungary,2,216,0,20,9.6,"[' Leisure trip ', ' Couple ', ' Comfort Double Room ', ' Stayed 4 nights ']",649 day,48.2390022,16.4292329,nothing
